a_input,ampl_rec,cstart,cstop,dur,ed_rec,ed_rec_err,inlc,istart,istop,theta,total_n_valid_data_points,tstart,tstop,Protratio,phi0
0.5,0.412495440505611,,,0.131291028446389,2503.91330337755,83.9596300432591,56,730,740,5,3200,10.5842450765864,10.7155361050328,0.328227571115973,3.4
0.5,0.423204423400598,,,0.118161925601751,2676.99869833258,84.0640254332447,81,730,739,5,3200,10.5842450765864,10.7024070021882,0.295404814004376,3.4
1,0.204269293001037,,,0.170678336980307,1717.42105270418,88.6068220930472,1,730,743,5,3200,10.5842450765864,10.7549234135667,0.426695842450768,3.4
1,0.203584638056554,,,0.157549234135669,1799.3047080407,85.8198674472433,6,730,742,5,3200,10.5842450765864,10.7417943107221,0.393873085339171,3.4
1,0.423000233778263,,,0.157549234135669,3017.98286004053,92.5731975010998,24,730,742,5,3200,10.5842450765864,10.7417943107221,0.393873085339171,3.4
0.25,0.206855018934383,,,0.118161925601751,1305.55953767072,75.0342541116802,56,730,739,10,3200,10.5842450765864,10.7024070021882,0.295404814004376,3.4
0.25,0.224588242393641,,,0.091903719912473,1239.37855097066,67.1693553258104,81,730,737,10,3200,10.5842450765864,10.6761487964989,0.229759299781183,3.4
0.5,0.30033734865831,,,0.131291028446389,1647.95193662833,78.2170889726187,24,730,740,10,3200,10.5842450765864,10.7155361050328,0.328227571115973,3.4
0.5,0.351968866345023,,,0.118161925601751,2105.97589890056,79.6794666524691,39,730,739,10,3200,10.5842450765864,10.7024070021882,0.295404814004376,3.4
0.5,0.440527548835076,,,0.118161925601751,2686.16389712189,83.5158781518503,81,730,739,10,3200,10.5842450765864,10.7024070021882,0.295404814004376,3.4
1,0.473808743662564,,,0.131291028446389,3178.60893795308,90.1948100324919,24,730,740,10,3200,10.5842450765864,10.7155361050328,0.328227571115973,3.4
0.25,0.235193051480899,,,0.131291028446389,1476.47603787963,77.3276439867625,39,730,740,30,3200,10.5842450765864,10.7155361050328,0.328227571115973,3.4
0.25,0.230404990335955,,,0.131291028446389,1398.77067394757,75.6991824928314,56,730,740,30,3200,10.5842450765864,10.7155361050328,0.328227571115973,3.4
0.25,0.246873405540265,,,0.118161925601751,1447.35358368438,74.845388499733,86,730,739,30,3200,10.5842450765864,10.7024070021882,0.295404814004376,3.4
0.5,0.269404430049296,,,0.210065645514224,2545.42946541312,99.3593487342938,1,730,746,30,3200,10.5842450765864,10.7943107221007,0.525164113785559,3.4
0.25,0.212570998065865,,,0.118161925601751,1289.95082372571,73.6536291433753,56,730,739,45,3200,10.5842450765864,10.7024070021882,0.295404814004376,3.4
0.5,0.428277459925729,,,0.170678336980307,3597.21258251497,98.6090223363643,24,730,743,45,3200,10.5842450765864,10.7549234135667,0.426695842450768,3.4
0.5,0.501910269086989,,,0.144420131291028,3459.22158566177,93.7817776872743,56,730,741,45,3200,10.5842450765864,10.7286652078775,0.36105032822757,3.4
0.25,0.233943652033828,,,0.170678336980307,2095.77592475675,90.1480496608362,24,730,743,60,3200,10.5842450765864,10.7549234135667,0.426695842450768,3.4
0.5,0.390484991746354,,,0.157549234135669,3124.26178468756,93.4449114732152,56,730,742,60,3200,10.5842450765864,10.7417943107221,0.393873085339171,3.4
0.25,0.231719529286155,,,0.196936542669585,2433.64370871026,97.1076193333559,1,730,745,85,3200,10.5842450765864,10.781181619256,0.492341356673962,3.4
0.25,0.272888624958764,,,0.196936542669585,2525.8234879747,97.7477629659853,6,730,745,85,3200,10.5842450765864,10.781181619256,0.492341356673962,3.4
0.5,0.376282336221765,,,0.275711159737419,4633.31613352856,119.851598878575,39,730,751,85,3200,10.5842450765864,10.8599562363239,0.689277899343548,3.4
1,0.282120055973785,,,0.170678336980307,2143.8768540752,90.3921254784859,81,730,743,85,3200,10.5842450765864,10.7549234135667,0.426695842450768,3.4
2,0.468549893007935,,,0.341356673960613,5834.07666877568,130.249688216318,86,730,756,85,3200,10.5842450765864,10.925601750547,0.853391684901532,3.4
0.25,0.21568906394599,,,0.262582056892779,2873.29872361584,109.690266045912,6,730,750,99,3200,10.5842450765864,10.8468271334792,0.656455142231946,3.4
0.25,0.189063151171677,,,0.262582056892779,2510.86993039133,108.189810242335,24,730,750,99,3200,10.5842450765864,10.8468271334792,0.656455142231946,3.4
0.5,0.435135023731057,,,0.472647702407002,7140.02344093442,149.784502365235,6,730,766,99,3200,10.5842450765864,11.0568927789934,1.18161925601751,3.4
0.5,0.426472916149912,,,0.36761487964989,6028.03840041599,136.537147006566,24,730,758,99,3200,10.5842450765864,10.9518599562363,0.919037199124726,3.4
0.5,0.30788146572306,,,0.341356673960613,4581.92454091325,127.479736938021,39,730,756,99,3200,10.5842450765864,10.925601750547,0.853391684901532,3.4
0.5,0.174161624088213,,,0.275711159737419,2971.45206414921,114.678619602314,56,730,751,99,3200,10.5842450765864,10.8599562363239,0.689277899343548,3.4
2,0.34390160312101,,,0.354485776805252,6236.34247387087,137.920127692507,81,730,757,99,3200,10.5842450765864,10.9387308533917,0.886214442013129,3.4
2,0.297123231242298,,,0.354485776805252,5270.08773631678,134.763884634142,86,730,757,99,3200,10.5842450765864,10.9387308533917,0.886214442013129,3.4
2,0.417273422968314,,,0.341356673960613,5995.42938411008,132.746556045702,6,730,756,5,3200,10.5842450765864,10.925601750547,0.853391684901532,5.4
2,0.439974740245296,,,0.262582056892779,6529.87667589022,127.511338936158,24,730,750,5,3200,10.5842450765864,10.8468271334792,0.656455142231946,5.4
1,0.204331172866629,,,0.24945295404814,2414.34128322964,105.189787821062,1,730,749,10,3200,10.5842450765864,10.8336980306346,0.62363238512035,5.4
0.25,0.136566773750708,,,0.105032822757112,856.947050534649,68.9590611229869,1,730,738,30,3200,10.5842450765864,10.6892778993435,0.26258205689278,5.4
0.5,0.233328428033538,,,0.24945295404814,2771.40549917372,107.968629230421,1,730,749,30,3200,10.5842450765864,10.8336980306346,0.62363238512035,5.4
0.25,0.198896799531194,,,0.157549234135669,1603.39243918078,85.7003154382787,1,730,742,45,3200,10.5842450765864,10.7417943107221,0.393873085339171,5.4
0.5,0.364649060017906,,,0.262582056892779,3849.69171210338,113.833260821433,1,730,750,45,3200,10.5842450765864,10.8468271334792,0.656455142231946,5.4
0.5,0.332962599176321,,,0.354485776805252,4529.9166510302,127.679942636705,6,730,757,45,3200,10.5842450765864,10.9387308533917,0.886214442013129,5.4
1,0.541009412163363,,,0.315098468271335,8034.91019546008,138.730242782397,39,730,754,45,3200,10.5842450765864,10.8993435448578,0.787746170678338,5.4
0.5,0.40509584012724,,,0.407002188183808,5798.33495761966,137.385556095891,6,730,761,60,3200,10.5842450765864,10.9912472647702,1.01750547045952,5.4
0.5,0.414665587337892,,,0.262582056892779,4987.43619331046,119.923601230701,24,730,750,60,3200,10.5842450765864,10.8468271334792,0.656455142231946,5.4
2,0.844241593037317,,,0.656455142231948,15755.26156737,191.758339980402,56,730,780,60,3200,10.5842450765864,11.2407002188184,1.64113785557987,5.4
0.25,0.224267901028966,,,0.236323851203501,2587.6072366472,105.363242784248,1,730,748,85,3200,10.5842450765864,10.8205689277899,0.590809628008753,5.4
0.25,0.260578650664732,,,0.183807439824946,2340.87625265029,94.9523714609378,6,730,744,85,3200,10.5842450765864,10.7680525164114,0.459518599562365,5.4
0.5,0.431976040429399,,,0.407002188183808,6667.1005762638,141.523315447888,6,730,761,85,3200,10.5842450765864,10.9912472647702,1.01750547045952,5.4
0.5,0.357854059797765,,,0.341356673960613,4934.5624005106,127.551411514355,39,730,756,85,3200,10.5842450765864,10.925601750547,0.853391684901532,5.4
2,0.430017613188114,,,0.315098468271335,5580.75950633398,127.716772761743,86,730,754,85,3200,10.5842450765864,10.8993435448578,0.787746170678338,5.4
0.25,0.254551430214249,,,0.24945295404814,2725.75571218057,106.391945293219,6,730,749,99,3200,10.5842450765864,10.8336980306346,0.62363238512035,5.4
0.25,0.146058809790675,,,0.118161925601751,1018.63745307794,74.0890086086358,56,730,739,99,3200,10.5842450765864,10.7024070021882,0.295404814004376,5.4
0.5,0.272437498071911,,,0.262582056892779,2688.48665892825,105.594723728571,56,730,750,99,3200,10.5842450765864,10.8468271334792,0.656455142231946,5.4
1,0.251478763067006,,,0.131291028446389,1573.26379495207,78.1104018349066,81,730,740,99,3200,10.5842450765864,10.7155361050328,0.328227571115973,5.4
1,0.166187355255241,,,0.183807439824946,1661.34715375713,91.9882192665303,6,730,744,10,3200,10.5842450765864,10.7680525164114,0.459518599562365,7.4
2,0.436505589436743,,,0.459518599562363,7322.93001231537,149.390591543151,1,730,765,10,3200,10.5842450765864,11.0437636761488,1.14879649890591,7.4
2,0.42468677702613,,,0.380743982494529,6556.679913561,141.356046730866,6,730,759,10,3200,10.5842450765864,10.964989059081,0.951859956236323,7.4
0.5,0.352841926740388,,,0.354485776805252,4381.09107164176,125.140329282992,1,730,757,45,3200,10.5842450765864,10.9387308533917,0.886214442013129,7.4
0.25,0.236714809604239,,,0.170678336980307,1895.11151521942,89.3215792570091,6,730,743,60,3200,10.5842450765864,10.7549234135667,0.426695842450768,7.4
0.25,0.229000978291215,,,0.196936542669585,2445.9853489577,98.4339554690989,1,730,745,85,3200,10.5842450765864,10.781181619256,0.492341356673962,7.4
0.25,0.204808943355063,,,0.210065645514224,2414.10666284718,100.012209877654,6,730,746,85,3200,10.5842450765864,10.7943107221007,0.525164113785559,7.4
0.25,0.26317162517483,,,0.170678336980307,2249.39085537921,91.9646896743617,1,730,743,99,3200,10.5842450765864,10.7549234135667,0.426695842450768,7.4
0.25,0.262429078604808,,,0.236323851203501,2830.38448316336,104.601840972996,6,730,748,99,3200,10.5842450765864,10.8205689277899,0.590809628008753,7.4
0.25,0.210419354594469,,,0.196936542669585,2342.01370431125,97.0457970086173,24,730,745,99,3200,10.5842450765864,10.781181619256,0.492341356673962,7.4
0.5,0.388239165981171,,,0.262582056892779,4616.53632872502,117.691170821346,39,730,750,99,3200,10.5842450765864,10.8468271334792,0.656455142231946,7.4
2,0.502006182538004,,,0.262582056892779,5682.64645860213,122.192011381596,86,730,750,99,3200,10.5842450765864,10.8468271334792,0.656455142231946,7.4
1,0.149302643808071,,,0.157549234135669,1495.23051516818,85.6354537115798,1,730,742,5,3200,10.5842450765864,10.7417943107221,0.393873085339171,-0.4
2,0.415220431493613,,,0.39387308533917,6086.74704792763,137.242324193349,6,730,760,5,3200,10.5842450765864,10.9781181619256,0.984682713347924,-0.4
2,0.387841846638318,,,0.328227571115974,6863.96070212316,135.85890220101,24,730,755,10,3200,10.5842450765864,10.9124726477024,0.820568927789935,-0.4
0.5,0.222544016457887,,,0.288840262582058,2963.51000188359,112.537146742643,1,730,752,30,3200,10.5842450765864,10.8730853391685,0.722100656455145,-0.4
2,0.679238270649241,,,0.341356673960613,11054.9581239105,155.544617685494,39,730,756,30,3200,10.5842450765864,10.925601750547,0.853391684901532,-0.4
0.5,0.315376803163238,,,0.315098468271335,4277.53070046737,123.737750758798,6,730,754,45,3200,10.5842450765864,10.8993435448578,0.787746170678338,-0.4
1,0.469485698762571,,,0.341356673960613,8175.95589079411,143.327222078296,24,730,756,45,3200,10.5842450765864,10.925601750547,0.853391684901532,-0.4
2,0.674611331644031,,,0.328227571115974,11349.8636793265,156.011502423394,56,730,755,45,3200,10.5842450765864,10.9124726477024,0.820568927789935,-0.4
0.25,0.253791083843986,,,0.223194748358862,2723.98091587575,103.050753479,1,730,747,85,3200,10.5842450765864,10.8074398249453,0.557986870897156,-0.4
0.5,0.257536507678422,,,0.275711159737419,3354.87545211952,114.093885145048,56,730,751,85,3200,10.5842450765864,10.8599562363239,0.689277899343548,-0.4
0.25,0.209575199159966,,,0.24945295404814,2759.79433073434,108.474308048953,1,730,749,99,3200,10.5842450765864,10.8336980306346,0.62363238512035,-0.4
0.25,0.190984373892557,,,0.170678336980307,1764.92824648949,88.7971435243057,39,730,743,99,3200,10.5842450765864,10.7549234135667,0.426695842450768,-0.4
1,0.294704885499632,,,0.157549234135669,1915.72674218668,85.7428189620418,81,730,742,99,3200,10.5842450765864,10.7417943107221,0.393873085339171,-0.4
1,0.205404034447077,,,0.144420131291028,1575.85944688447,81.1283279511234,86,730,741,99,3200,10.5842450765864,10.7286652078775,0.36105032822757,-0.4
2,0.409706832321166,,,0.446389496717725,6258.16471528478,142.390950344609,1,729,763,5,3200,10.5711159737418,11.0175054704595,1.11597374179431,1.4
2,0.375171266402102,,,0.393873085339168,5799.05601053307,139.4195075245,6,729,759,5,3200,10.5711159737418,10.964989059081,0.98468271334792,1.4
2,0.444118731265535,,,0.485776805251641,7399.36308551534,150.701733788662,1,729,766,10,3200,10.5711159737418,11.0568927789934,1.2144420131291,1.4
2,0.457812976828085,,,0.446389496717725,6850.0585103516,147.92889416004,6,729,763,10,3200,10.5711159737418,11.0175054704595,1.11597374179431,1.4
2,0.292739299737507,,,0.420131291028447,5605.32367348471,143.625312535064,24,729,761,10,3200,10.5711159737418,10.9912472647702,1.05032822757112,1.4
1,0.414608709827284,,,0.36761487964989,6153.5908667326,135.995451709098,1,729,757,30,3200,10.5711159737418,10.9387308533917,0.919037199124726,1.4
1,0.38040513449799,,,0.341356673960613,5500.37291458479,131.576410113845,6,729,755,30,3200,10.5711159737418,10.9124726477024,0.853391684901532,1.4
1,0.228828327617562,,,0.393873085339168,4831.64680155284,138.257313699971,24,729,759,30,3200,10.5711159737418,10.964989059081,0.98468271334792,1.4
2,0.76238995173086,,,0.603938730853391,13038.6799352085,181.058863497379,6,729,775,30,3200,10.5711159737418,11.1750547045952,1.50984682713348,1.4
0.5,0.238460299175652,,,0.433260393873086,4125.97057939038,139.057745114588,24,729,762,45,3200,10.5711159737418,11.0043763676149,1.08315098468271,1.4
1,0.273671637406535,,,0.420131291028447,5888.76613304672,145.6202310627,39,729,761,45,3200,10.5711159737418,10.9912472647702,1.05032822757112,1.4
0.5,0.390511155545788,,,0.315098468271335,5398.35300884454,127.877840732613,1,729,753,60,3200,10.5711159737418,10.8862144420131,0.787746170678338,1.4
0.5,0.375263032836569,,,0.433260393873086,5773.07325818697,140.443254427818,6,729,762,60,3200,10.5711159737418,11.0043763676149,1.08315098468271,1.4
0.5,0.337774767750082,,,0.446389496717725,5089.38083575109,138.987051385574,24,729,763,60,3200,10.5711159737418,11.0175054704595,1.11597374179431,1.4
1,0.589881103555435,,,0.603938730853391,10888.3186035417,174.83858809236,24,729,775,60,3200,10.5711159737418,11.1750547045952,1.50984682713348,1.4
0.5,0.435120309543215,,,0.446389496717725,6849.0897899839,145.930657945922,1,729,763,85,3200,10.5711159737418,11.0175054704595,1.11597374179431,1.4
0.5,0.454978966164123,,,0.393873085339168,6645.50777999397,141.126446104072,6,729,759,85,3200,10.5711159737418,10.964989059081,0.98468271334792,1.4
0.5,0.427526881087406,,,0.354485776805252,5774.01055998845,134.165688247497,24,729,756,85,3200,10.5711159737418,10.925601750547,0.886214442013129,1.4
1,0.611361074250348,,,0.564551422319475,10654.8688224774,170.149377451605,39,729,772,85,3200,10.5711159737418,11.1356673960613,1.41137855579869,1.4
1,0.455038379698664,,,0.459518599562363,7313.96009711565,150.011779567952,56,729,764,85,3200,10.5711159737418,11.0306345733042,1.14879649890591,1.4
2,0.431161139312072,,,0.459518599562363,7058.317465959,150.053684462488,81,729,764,85,3200,10.5711159737418,11.0306345733042,1.14879649890591,1.4
2,0.358217949049896,,,0.328227571115974,5075.04089282466,129.297055904564,86,729,754,85,3200,10.5711159737418,10.8993435448578,0.820568927789935,1.4
0.5,0.511101483781409,,,0.485776805251641,7370.73550017597,151.055212322982,1,729,766,99,3200,10.5711159737418,11.0568927789934,1.2144420131291,1.4
0.5,0.47380830951226,,,0.328227571115974,6139.83414113404,132.597174187023,6,729,754,99,3200,10.5711159737418,10.8993435448578,0.820568927789935,1.4
0.5,0.457644507765515,,,0.407002188183808,6558.9495074126,140.17365001486,24,729,760,99,3200,10.5711159737418,10.9781181619256,1.01750547045952,1.4
1,0.843614050462314,,,0.590809628008753,13796.7568210941,183.46529873167,24,729,774,99,3200,10.5711159737418,11.1619256017505,1.47702407002188,1.4
1,0.735131407686897,,,0.61706783369803,11745.2742907984,175.283968712517,39,729,776,99,3200,10.5711159737418,11.1881838074398,1.54266958424508,1.4
1,0.59472499034694,,,0.525164113785559,8385.71298080553,154.799256543426,56,729,769,99,3200,10.5711159737418,11.0962800875274,1.3129102844639,1.4
2,0.50065727472814,,,0.315098468271335,6131.03087351097,128.378680614895,86,729,753,99,3200,10.5711159737418,10.8862144420131,0.787746170678338,1.4
0.5,0.423403795664186,,,0.131291028446389,2830.71205146085,86.3481802376597,86,729,739,5,3200,10.5711159737418,10.7024070021882,0.328227571115973,3.4
1,0.642299890710801,,,0.144420131291028,3933.36528282336,96.1268056693212,39,729,740,5,3200,10.5711159737418,10.7155361050328,0.36105032822757,3.4
1,0.812097818181013,,,0.144420131291028,5452.24592627424,106.523882351823,81,729,740,5,3200,10.5711159737418,10.7155361050328,0.36105032822757,3.4
1,0.867663677860955,,,0.144420131291028,5274.78936070389,105.177656257447,86,729,740,5,3200,10.5711159737418,10.7155361050328,0.36105032822757,3.4
2,0.429662821761753,,,0.525164113785559,6974.65095105301,151.401489084144,1,729,769,5,3200,10.5711159737418,11.0962800875274,1.3129102844639,3.4
2,0.506288954459755,,,0.275711159737417,5613.35322020374,123.111659751017,6,729,750,5,3200,10.5711159737418,10.8468271334792,0.689277899343543,3.4
0.5,0.42529906916479,,,0.144420131291028,2691.79109888494,86.5317498296149,86,729,740,10,3200,10.5711159737418,10.7155361050328,0.36105032822757,3.4
1,0.238041932001404,,,0.157549234135667,2125.6145213045,87.3729838133858,6,729,741,10,3200,10.5711159737418,10.7286652078775,0.393873085339167,3.4
1,0.657480567732217,,,0.170678336980307,4677.97211169554,104.242446282901,39,729,742,10,3200,10.5711159737418,10.7417943107221,0.426695842450768,3.4
1,0.886896830229338,,,0.157549234135667,5647.73148222352,109.102948370769,81,729,741,10,3200,10.5711159737418,10.7286652078775,0.393873085339167,3.4
1,0.87558828820745,,,0.144420131291028,5590.09407947351,107.818586347496,86,729,740,10,3200,10.5711159737418,10.7155361050328,0.36105032822757,3.4
2,0.565965424586134,,,0.393873085339168,7210.0750339244,141.969147566172,1,729,759,10,3200,10.5711159737418,10.964989059081,0.98468271334792,3.4
2,1.13541578965646,,,0.183807439824946,8490.84467327421,130.411984546148,39,729,743,10,3200,10.5711159737418,10.7549234135667,0.459518599562365,3.4
0.5,0.277888150014099,,,0.196936542669585,2474.67146702602,95.9074762233842,6,729,744,30,3200,10.5711159737418,10.7680525164114,0.492341356673962,3.4
0.5,0.389087055950925,,,0.196936542669585,3364.35141704477,99.1471371223174,24,729,744,30,3200,10.5711159737418,10.7680525164114,0.492341356673962,3.4
0.5,0.427306047499981,,,0.157549234135667,3105.00612860848,92.8246329985196,39,729,741,30,3200,10.5711159737418,10.7286652078775,0.393873085339167,3.4
0.5,0.435350715183084,,,0.157549234135667,3082.72159539483,92.4442219032737,56,729,741,30,3200,10.5711159737418,10.7286652078775,0.393873085339167,3.4
0.5,0.433414825987312,,,0.131291028446389,2823.01080205369,86.7078462632746,81,729,739,30,3200,10.5711159737418,10.7024070021882,0.328227571115973,3.4
0.5,0.412146399959911,,,0.144420131291028,2795.20357283519,87.8940893021425,86,729,740,30,3200,10.5711159737418,10.7155361050328,0.36105032822757,3.4
1,0.436011201382276,,,0.36761487964989,6190.84341434574,135.37533455125,1,729,757,30,3200,10.5711159737418,10.9387308533917,0.919037199124726,3.4
1,0.470875443595929,,,0.433260393873086,6827.85890127077,142.936330375541,6,729,762,30,3200,10.5711159737418,11.0043763676149,1.08315098468271,3.4
1,0.851278385983584,,,0.183807439824946,6215.62050263043,115.30152500822,39,729,743,30,3200,10.5711159737418,10.7549234135667,0.459518599562365,3.4
1,0.875634392603876,,,0.157549234135667,5218.90788408172,105.84165225816,81,729,741,30,3200,10.5711159737418,10.7286652078775,0.393873085339167,3.4
1,0.788396125606931,,,0.157549234135667,5196.14456505329,105.942876259025,86,729,741,30,3200,10.5711159737418,10.7286652078775,0.393873085339167,3.4
0.5,0.32667025395061,,,0.328227571115974,4589.22803077219,125.895842842662,1,729,754,45,3200,10.5711159737418,10.8993435448578,0.820568927789935,3.4
0.5,0.370426558226989,,,0.36761487964989,4676.18043152747,128.803729004829,6,729,757,45,3200,10.5711159737418,10.9387308533917,0.919037199124726,3.4
0.5,0.411428845948498,,,0.170678336980307,3540.98247554051,97.8794768798507,39,729,742,45,3200,10.5711159737418,10.7417943107221,0.426695842450768,3.4
0.5,0.401704301157771,,,0.144420131291028,2520.32667122863,86.0248098860303,81,729,740,45,3200,10.5711159737418,10.7155361050328,0.36105032822757,3.4
0.5,0.33910296452489,,,0.131291028446389,2259.9695334246,82.975367968205,86,729,739,45,3200,10.5711159737418,10.7024070021882,0.328227571115973,3.4
1,0.885549566255621,,,0.51203501094092,10331.9905834071,161.553017772351,24,729,768,45,3200,10.5711159737418,11.0831509846827,1.2800875273523,3.4
1,0.81814268426384,,,0.196936542669585,7105.11737134794,122.846248407231,39,729,744,45,3200,10.5711159737418,10.7680525164114,0.492341356673962,3.4
1,0.782386369071293,,,0.157549234135667,4897.50378129422,104.406726713023,81,729,741,45,3200,10.5711159737418,10.7286652078775,0.393873085339167,3.4
0.5,0.404664352322413,,,0.393873085339168,5864.12858545427,137.310631400125,1,729,759,60,3200,10.5711159737418,10.964989059081,0.98468271334792,3.4
0.5,0.44049615509928,,,0.393873085339168,5866.08623545204,135.986159915621,6,729,759,60,3200,10.5711159737418,10.964989059081,0.98468271334792,3.4
0.5,0.468142377509222,,,0.210065645514224,4076.94928336368,106.247679925945,39,729,745,60,3200,10.5711159737418,10.781181619256,0.525164113785559,3.4
1,0.856842516110154,,,0.564551422319475,12257.4573427972,175.454566739257,24,729,772,60,3200,10.5711159737418,11.1356673960613,1.41137855579869,3.4
1,0.779490151991864,,,0.236323851203501,6695.35301741564,122.840041817228,56,729,747,60,3200,10.5711159737418,10.8074398249453,0.590809628008753,3.4
1,0.528061578466871,,,0.157549234135667,3244.318931841,92.8180008934968,86,729,741,60,3200,10.5711159737418,10.7286652078775,0.393873085339167,3.4
0.5,0.534264683036852,,,0.485776805251641,7326.0633032942,150.233875557903,6,729,766,85,3200,10.5711159737418,11.0568927789934,1.2144420131291,3.4
0.5,0.498278199078381,,,0.315098468271335,5613.61176344576,127.771615358559,24,729,753,85,3200,10.5711159737418,10.8862144420131,0.787746170678338,3.4
1,0.605763930429249,,,0.472647702407002,7752.26747288374,149.028513831992,56,729,765,85,3200,10.5711159737418,11.0437636761488,1.18161925601751,3.4
2,0.540488340797439,,,0.446389496717725,7484.28299566302,146.023398760474,81,729,763,85,3200,10.5711159737418,11.0175054704595,1.11597374179431,3.4
0.25,0.236716066117546,,,0.236323851203501,2780.15983217501,105.129220811655,1,729,747,99,3200,10.5711159737418,10.8074398249453,0.590809628008753,3.4
0.5,0.465986749852494,,,0.407002188183808,6768.70808000576,142.423273344587,1,729,760,99,3200,10.5711159737418,10.9781181619256,1.01750547045952,3.4
1,0.386268611658527,,,0.380743982494529,6553.48513271497,141.760313610425,56,729,758,99,3200,10.5711159737418,10.9518599562363,0.951859956236323,3.4
2,0.424279915233284,,,0.341356673960613,5658.44966564365,131.609236718083,1,729,755,5,3200,10.5711159737418,10.9124726477024,0.853391684901532,5.4
2,0.493002145014359,,,0.433260393873086,7382.03697265552,147.461517259021,1,729,762,10,3200,10.5711159737418,11.0043763676149,1.08315098468271,5.4
2,0.527207060075471,,,0.380743982494529,7373.64742876624,142.420664471761,6,729,758,10,3200,10.5711159737418,10.9518599562363,0.951859956236323,5.4
1,0.390814784387984,,,0.407002188183808,6257.13215806302,138.840413681066,1,729,760,30,3200,10.5711159737418,10.9781181619256,1.01750547045952,5.4
1,0.401399451667028,,,0.341356673960613,6251.28998159666,134.655299909239,6,729,755,30,3200,10.5711159737418,10.9124726477024,0.853391684901532,5.4
1,0.442519770266835,,,0.288840262582058,6139.63171192828,128.09435354624,24,729,751,30,3200,10.5711159737418,10.8599562363239,0.722100656455145,5.4
2,0.832934777701126,,,0.695842450765865,14771.281722872,191.474722888472,6,729,782,30,3200,10.5711159737418,11.2669584245077,1.73960612691466,5.4
2,0.792687086750382,,,0.341356673960613,12327.6154424664,160.031726911173,39,729,755,30,3200,10.5711159737418,10.9124726477024,0.853391684901532,5.4
1,0.662968550353269,,,0.590809628008753,10485.7395681579,169.474147391824,1,729,774,45,3200,10.5711159737418,11.1619256017505,1.47702407002188,5.4
1,0.580647806486233,,,0.328227571115974,8247.58306828,141.322981660339,24,729,754,45,3200,10.5711159737418,10.8993435448578,0.820568927789935,5.4
2,1.02787118051896,,,0.64332603938731,18650.3781102366,203.951325256138,24,729,778,45,3200,10.5711159737418,11.2144420131291,1.60831509846827,5.4
2,0.872001594782928,,,0.420131291028447,14986.1632530665,175.935778564844,39,729,761,45,3200,10.5711159737418,10.9912472647702,1.05032822757112,5.4
0.5,0.42700067848474,,,0.341356673960613,5497.24302861514,131.268990684702,1,729,755,60,3200,10.5711159737418,10.9124726477024,0.853391684901532,5.4
1,0.684546067408441,,,0.656455142231948,12556.7344421121,180.54537026407,24,729,779,60,3200,10.5711159737418,11.2275711159737,1.64113785557987,5.4
1,0.597236598731967,,,0.354485776805252,8963.70946503186,146.628980704852,39,729,756,60,3200,10.5711159737418,10.925601750547,0.886214442013129,5.4
0.5,0.387781183465273,,,0.36761487964989,5912.84740264507,134.729664879695,24,729,757,85,3200,10.5711159737418,10.9387308533917,0.919037199124726,5.4
0.5,0.479276856793659,,,0.420131291028447,6959.82322127188,143.005460510003,1,729,761,99,3200,10.5711159737418,10.9912472647702,1.05032822757112,5.4
0.5,0.491640012217831,,,0.433260393873086,7056.41627916938,146.241841931879,6,729,762,99,3200,10.5711159737418,11.0043763676149,1.08315098468271,5.4
0.5,0.471817783497543,,,0.36761487964989,5985.57761940807,135.195906408122,24,729,757,99,3200,10.5711159737418,10.9387308533917,0.919037199124726,5.4
0.5,0.308748079234783,,,0.433260393873086,5348.52729067624,139.058604144248,39,729,762,99,3200,10.5711159737418,11.0043763676149,1.08315098468271,5.4
2,0.450644525725595,,,0.380743982494529,5406.561451952,132.961295618611,86,729,758,99,3200,10.5711159737418,10.9518599562363,0.951859956236323,5.4
2,0.375325002727621,,,0.380743982494529,5563.81546147859,136.720618226599,6,729,758,5,3200,10.5711159737418,10.9518599562363,0.951859956236323,7.4
2,0.19895567684267,,,0.393873085339168,4899.00771540521,140.05664268316,24,729,759,5,3200,10.5711159737418,10.964989059081,0.98468271334792,7.4
1,0.216327250738878,,,0.210065645514224,2290.8598728872,99.2419156112941,1,729,745,10,3200,10.5711159737418,10.781181619256,0.525164113785559,7.4
1,0.408144419621768,,,0.36761487964989,5800.56735868604,136.520767431957,6,729,757,30,3200,10.5711159737418,10.9387308533917,0.919037199124726,7.4
1,0.202856661716631,,,0.380743982494529,4601.63962028578,137.432110538068,24,729,758,30,3200,10.5711159737418,10.9518599562363,0.951859956236323,7.4
0.25,0.169709041815229,,,0.170678336980307,1602.67151407424,88.2004053875209,1,729,742,45,3200,10.5711159737418,10.7417943107221,0.426695842450768,7.4
0.25,0.1598277521516,,,0.157549234135667,1372.87707349203,84.1531572339982,6,729,741,45,3200,10.5711159737418,10.7286652078775,0.393873085339167,7.4
0.5,0.347807024617734,,,0.354485776805252,4256.80413273549,126.118287979198,6,729,756,45,3200,10.5711159737418,10.925601750547,0.886214442013129,7.4
1,0.601174370516268,,,0.459518599562363,9272.8811126338,158.604770216303,6,729,764,45,3200,10.5711159737418,11.0306345733042,1.14879649890591,7.4
1,0.227266464657373,,,0.420131291028447,5579.84786349419,144.727455626756,39,729,761,45,3200,10.5711159737418,10.9912472647702,1.05032822757112,7.4
