istart,istop,cstart,cstop,tstart,tstop,ed_rec,ed_rec_err,ampl_rec,dur,total_n_valid_data_points,theta,a_input,inlc
730,736,,,10.584245076586432,10.663019693654267,1943.988745438959,177.55037676531853,0.3567413916841764,0.07877461706783428,3200.0,65.1,1.5,85.0
731,737,,,10.597374179431071,10.676148796498905,1807.254564449927,174.78696153803247,0.3387183957764406,0.07877461706783428,3200.0,70.1,1.5,85.0
731,737,,,10.597374179431071,10.676148796498905,1737.369916772699,173.29699061767576,0.34331350422058726,0.07877461706783428,3200.0,75.1,1.5,85.0
732,737,,,10.61050328227571,10.676148796498905,1422.3500455147675,158.0391945223582,0.3072443572017889,0.06564551422319553,3200.0,80.1,1.5,85.0
732,738,,,10.61050328227571,10.689277899343544,1649.1578900209395,171.8533637483327,0.3132675040139692,0.07877461706783428,3200.0,85.1,1.5,85.0
729,737,,,10.571115973741794,10.676148796498905,4109.3678490329885,231.79130248796068,0.636449528655654,0.10503282275711179,3200.0,0.1,2.0,85.0
754,762,,,10.899343544857768,11.00437636761488,2175.3040555326224,198.42690625294912,0.27487341206415716,0.10503282275711179,3200.0,0.1,2.0,85.0
729,737,,,10.571115973741794,10.676148796498905,4142.324327148279,232.3986186918379,0.6502272381805652,0.10503282275711179,3200.0,5.1,2.0,85.0
753,762,,,10.886214442013129,11.00437636761488,2374.858768729782,209.05609637246707,0.2711779347122454,0.11816192560175054,3200.0,5.1,2.0,85.0
729,737,,,10.571115973741794,10.676148796498905,4111.335448672957,231.8564337293327,0.631095380979664,0.10503282275711179,3200.0,10.1,2.0,85.0
754,762,,,10.899343544857768,11.00437636761488,2164.649836741959,198.14202053707658,0.2753404901220924,0.10503282275711179,3200.0,10.1,2.0,85.0
729,737,,,10.571115973741794,10.676148796498905,4111.957500542025,231.9676726849591,0.6266744997038831,0.10503282275711179,3200.0,15.1,2.0,85.0
753,762,,,10.886214442013129,11.00437636761488,2379.575244111421,209.31459985587887,0.26483338436461823,0.11816192560175054,3200.0,15.1,2.0,85.0
729,737,,,10.571115973741794,10.676148796498905,4063.29522332981,231.18988852412514,0.6290255600672128,0.10503282275711179,3200.0,20.1,2.0,85.0
754,762,,,10.899343544857768,11.00437636761488,2115.8422562617134,197.3116557837175,0.26774571610356124,0.10503282275711179,3200.0,20.1,2.0,85.0
729,737,,,10.571115973741794,10.676148796498905,4039.8702795633344,230.8685768019665,0.6277631071284568,0.10503282275711179,3200.0,25.1,2.0,85.0
753,761,,,10.886214442013129,10.99124726477024,2078.01244913565,196.68581990273782,0.2580776978250028,0.10503282275711179,3200.0,25.1,2.0,85.0
729,737,,,10.571115973741794,10.676148796498905,3994.238670394433,229.9716404797071,0.6235359758176282,0.10503282275711179,3200.0,30.1,2.0,85.0
754,762,,,10.899343544857768,11.00437636761488,1985.8154633895674,195.09713533327917,0.24950969373625442,0.10503282275711179,3200.0,30.1,2.0,85.0
729,737,,,10.571115973741794,10.676148796498905,3886.9927645020457,227.95750113744418,0.5951132632912985,0.10503282275711179,3200.0,35.1,2.0,85.0
754,761,,,10.899343544857768,10.99124726477024,1653.1211895097379,181.0187412159645,0.23589737042643155,0.09190371991247304,3200.0,35.1,2.0,85.0
729,737,,,10.571115973741794,10.676148796498905,3830.080847217564,226.94651752199198,0.5860545117935643,0.10503282275711179,3200.0,40.1,2.0,85.0
755,761,,,10.912472647702407,10.99124726477024,1408.4285254734482,167.58283796491685,0.2202018542737263,0.07877461706783428,3200.0,40.1,2.0,85.0
729,737,,,10.571115973741794,10.676148796498905,3703.844933862556,224.69793772982925,0.5720574475748825,0.10503282275711179,3200.0,45.1,2.0,85.0
754,761,,,10.899343544857768,10.99124726477024,1508.5545933728738,178.45898540085685,0.20946490713664256,0.09190371991247304,3200.0,45.1,2.0,85.0
729,737,,,10.571115973741794,10.676148796498905,3600.1394771456276,222.5404862149013,0.558542283082571,0.10503282275711179,3200.0,50.1,2.0,85.0
756,759,,,10.925601750547045,10.964989059080962,653.8979691048164,117.1022379847659,0.19660471717365424,0.039387308533916254,3200.0,50.1,2.0,85.0
730,737,,,10.584245076586432,10.676148796498905,3153.0751520791814,208.82756130243868,0.5423280753701478,0.09190371991247304,3200.0,55.1,2.0,85.0
730,738,,,10.584245076586432,10.689277899343544,3339.012565630154,217.82453285047526,0.5214930916067504,0.10503282275711179,3200.0,60.1,2.0,85.0
730,738,,,10.584245076586432,10.689277899343544,3219.591356573562,215.9476280290905,0.50798960258929,0.10503282275711179,3200.0,65.1,2.0,85.0
730,739,,,10.584245076586432,10.702407002188183,3321.122657531663,223.22135135230326,0.4914168967642756,0.11816192560175054,3200.0,70.1,2.0,85.0
730,739,,,10.584245076586432,10.702407002188183,3152.3695663307467,220.39182401531906,0.46051761636746114,0.11816192560175054,3200.0,75.1,2.0,85.0
731,739,,,10.597374179431071,10.702407002188183,2946.8371080646284,211.15886788950223,0.4630260433065456,0.10503282275711179,3200.0,80.1,2.0,85.0
731,741,,,10.597374179431071,10.72866520787746,3336.3955837517988,230.1312023687337,0.4429943313134652,0.1312910284463893,3200.0,85.1,2.0,85.0
