TIC ID,RA,DEC,pmRA,pmDEC,TESS mag,Name,Extended,Handling,Obj. Type
18069841,185.208625,39.94224722,-334.0,-147.0,14.223,J1220+3956,N,N,M7
284568148,185.4590417,46.54556667,119.0,-20.0,13.66,J1221+4632,N,N,M7
135101891,185.931125,22.254725,-51.0,-93.0,12.437,J1223+2215,N,N,M8
135140399,186.254375,23.38807222,-121.0,-306.0,13.712,J1225+2323,N,N,M6V
141247464,187.3094583,53.55166667,-1220.0,144.0,14.458,J1229+5333,N,N,M6
87550294,188.8220833,13.30168611,85.0,216.0,13.771,J1235+1318,N,N,M8
350545089,189.9447083,4.179727778,-466.0,-460.0,13.322,J1239+0410,N,N,M6V
422245371,193.711625,11.98731667,-263.0,-389.0,12.765,J1254+1159,N,N,M6V
165945176,195.0305,30.64945833,-251.0,311.0,14.291,J1300+3038,N,N,M7
149565536,195.1772917,19.20973333,-784.0,-1255.0,15.698,J1300+1912,N,N,L1
165945992,195.1825,35.96639444,-332.0,-8.0,14.461,J1300+3557,N,N,M6V
22007699,195.32075,41.21112222,64.0,-1.0,14.052,J1301+4112,N,N,M7
165993932,196.709375,30.84859167,177.0,-468.0,12.482,J1306+3050,N,N,M6V
282783165,198.5849583,13.33361389,-236.0,-177.0,12.155,J1314+1320,N,N,M7
165453967,200.8509583,51.54083889,-148.0,54.0,13.912,J1323+5132,N,N,M6V
180696669,201.4651667,40.31528611,-524.0,137.0,14.418,J1325+4018,N,N,M7
284757460,201.5679583,56.67890556,102.0,-14.0,14.371,J1326+5640,N,N,M8
22819191,203.99875,40.36278056,40.0,33.0,13.611,J1335+4021,N,N,M7
72585573,208.6387083,15.567225,-206.0,-110.0,14.409,J1354+1534,N,N,M6V
148766316,208.8926667,47.05696944,-155.0,5.0,13.843,J1355+4703,N,N,M6
198107795,209.1722083,43.71639444,-442.0,51.0,14.255,J1356+4342,N,N,M8
457860618,210.456375,10.29696111,-28.0,-85.0,14.35,J1401+1017,N,N,M7
27322306,212.3833333,41.63555833,-211.0,67.0,12.962,J1409+4138,N,N,M6V
307789889,212.5432917,18.76998333,135.0,-62.0,14.129,J1410+1846,N,N,M6V
171795094,216.6318333,15.95027778,92.0,-39.0,15.749,J1426+1557,N,N,L0
141286665,217.0174583,13.93696389,-341.0,-486.0,13.4875,J1428+1356,N,N,M7.5
181947437,217.0871667,-0.204180556,-296.0,21.0,14.219,J1428-0012,N,N,M7
286963145,217.1797083,33.17669167,-330.0,-712.0,14.826,J1428+3310,N,N,L0
154383758,217.6577917,59.72335833,-805.0,165.0,13.1185,J1430+5943,N,N,M6.5
449157260,217.733,8.966966667,35.0,-181.0,14.08,J1430+0858,N,N,M7
349568452,218.0354167,8.191952778,-446.0,9.0,12.364,J1432+0811,N,N,M6V
349289826,219.8681667,19.48724722,-1236.0,402.0,15.74,J1439+1929,N,N,L1
161662947,221.0714583,30.03668889,-98.0,-330.0,14.362,J1444+3002,N,N,M9
257960314,224.1156667,17.91916667,-843.0,489.0,14.237,J1456+1755,N,N,M6 V
405503787,224.4739167,56.65668056,277.0,-648.0,12.463,J1457+5639,N,N,M6V
229876034,224.6020833,28.66530278,-109.0,-432.0,15.919,J1458+2839,N,N,L0
157877327,225.1097917,-0.657525,-183.0,69.0,13.994,J1500-0039,N,N,M7
229879888,225.12925,25.37388889,-2.0,-2.2,12.0295,J1500+2522,N,N,M6.5V
311188315,225.2840417,22.83363611,-38.0,-51.0,14.702,J1501+2250,N,N,L0
20204780,226.694625,40.67083889,-78.0,-17.0,14.073,J1506+4040,N,N,M7
38733818,227.5699583,-2.685302778,-373.0,17.0,15.45,J1510-0241,N,N,L0
20305594,229.1697083,39.18001944,-211.0,-50.0,13.197,J1516+3910,N,N,M7V
193974787,230.2542917,50.88972222,60.0,-160.0,14.4875,J1521+5053,N,N,M7.5
198307092,230.3165833,39.75446944,-430.0,183.0,13.133,J1521+3945,N,N,M7
237091400,231.103125,29.4253,-52.0,-623.0,13.6795,J1524+2925,N,N,M7.5 V
356632694,232.292375,63.21474722,-134.0,36.0,14.16,J1529+6312,N,N,M7.8:
116501197,233.6727083,46.69222778,-145.0,169.0,14.516,J1534+4641,N,N,M7
337223177,238.2705833,6.714738889,-49.0,-5.1,14.784,J1553+0642,N,N,L0
172607645,238.33175,14.00945,-659.0,72.0,15.886,J1553+1400,N,N,L0
54864880,238.8155417,-9.934736111,959.0,-837.0,15.538,J1555-0956,N,N,L1.0
229567955,240.1035,19.77418333,163.0,-198.0,14.484,J1600+1946,N,N,M7
193344376,241.880125,-4.702502778,-4.0,-405.0,14.442,J1607-0442,N,N,M8
318699356,244.13175,7.4325,171.0,-468.0,14.011,J1616+0725,N,N,M7
159508739,246.865375,81.08556667,-209.0,338.0,15.863,J1627+8105,N,N,L0
224315317,247.071125,13.57234444,-162.0,-90.0,13.915,J1628+1334,N,N,M6V
255932726,247.82825,40.86438889,-140.0,309.0,11.717,J1631+4051,N,N,M6V
57031043,249.2557917,35.59529444,-192.0,-517.0,13.536,J1637+3535,N,N,M7
230120143,250.0861667,67.60113056,-259.0,363.0,12.255,J1640+6736,N,N,M7V
203506666,251.342125,-13.33085,-364.0,-804.0,15.5045,J1645-1319,N,N,L1.5
219066411,251.6314167,34.58195556,-385.0,-384.0,12.8615,J1646+3434,N,N,M6.5
326927407,253.3139167,0.004113889,-250.0,-131.0,14.276,J1653+0000,N,N,M7V
287151936,253.8227917,62.41252222,146.0,269.0,12.639,J1655+6224,N,N,M7
471012515,253.8970417,-8.394447222,-812.4,-871.19,12.177,J1655-0823,N,N,M7
355960626,256.4589167,18.01918056,22.0,-187.0,14.269,J1705+1801,N,N,M7
307956653,256.8272083,64.65890833,217.0,-90.0,15.375,J1707+6439,N,N,L0
257398691,257.6178333,27.96918333,30.0,-74.0,14.255,J1710+2758,N,N,M7
176484571,259.1467917,-3.261986111,110.0,59.0,13.883,J1716-0315,N,N,L0.0
219869957,259.6005833,68.04223056,-164.0,-288.0,14.51,J1718+6802,N,N,M7
188819782,262.6165417,52.71640556,-47.0,257.0,13.578,J1730+5242,N,N,M7
321695100,262.8739167,27.35639722,-91.0,-246.0,14.93,J1731+2721,N,N,L0
400361232,263.4714167,16.92025,-106.0,-126.0,11.151,J1733+1655,N,N,M6V
316631972,263.804,26.57987222,147.0,-311.0,13.7255,J1735+2634,N,N,M7.5
320524973,264.97175,55.54583611,-22.0,333.0,14.6285,J1739+5532,N,N,M7.5
193680874,267.3302917,47.934725,-44.0,25.0,13.615,J1749+4756,N,N,M7
298545715,267.4978333,22.685025,-771.0,-123.0,14.427,J1749+2241,N,N,M6 V
232629531,269.1209167,55.08805833,-84.0,94.0,14.304,J1756+5505,N,N,M7
288428941,269.24975,78.99668056,16.0,271.0,14.713,J1756+7859,N,N,M7
219095664,269.314125,70.70028056,6.0,333.0,13.9255,J1757+7042,N,N,M7.5
158710279,269.3207917,24.87305833,-97.0,197.0,14.36,J1757+2452,N,N,M7
298554585,271.816375,50.25862778,20.0,-127.0,15.9875,J1807+5015,N,N,L1.5
24113425,276.547125,30.23889167,-2279.0,-684.0,14.2775,J1826+3014,N,N,M8.5
258666919,278.3115,22.32140833,-172.0,-472.0,13.373,J1833+2219,N,N,M6V
27858644,278.9079167,32.99834722,-76.0,-743.0,12.8885,J1835+3259,N,N,M8.5
316993844,279.8878333,29.87112222,79.0,-210.0,13.3395,J1839+2952,N,N,M6.5
229644973,280.0099167,72.68166667,-20.0,193.0,13.3025,J1840+7240,N,N,M6.5
317180704,280.4496667,24.36640556,-118.0,-743.0,13.972,J1841+2421,N,N,M6V
157955474,280.8422083,40.67224722,-119.0,600.0,13.859,J1843+4040,N,N,M8
232650035,281.76425,55.37861944,131.0,-59.0,14.2485,J1847+5522,N,N,M6.5
358237020,282.9385833,26.69916667,312.0,631.0,14.042,J1851+2641,N,N,M6Ve
176178205,289.2400833,5.150558333,-612.0,-1362.0,12.454,J1916+0509,N,N,M8 V
3567366,290.138,-7.662713889,-414.0,-291.0,11.781,J1920-0739,N,N,M6.0
420130591,291.0680833,75.55333611,374.0,593.0,12.164,J1924+7533,N,N,M6V
438920658,292.6595417,-13.58556389,178.0,350.0,13.786,J1930-1335,N,N,M6
274127413,298.4795,44.41527778,397.0,-477.0,10.531,J1953+4424,N,N,M6
404500852,303.2498333,1.216125,229.0,-98.0,12.742,J2012+0112,N,N,M6V
248194392,310.6875833,-5.005277778,241.0,123.0,13.7775,J2042-0500,N,N,M6.5
277422933,310.83025,55.34805556,872.0,1720.0,11.964,J2043+5520,N,N,M7
85884045,319.0262083,22.64611667,69.0,178.0,14.039,J2116+2238,N,N,M6
329083521,319.3415,64.04417222,346.0,-32.0,12.299,J2117+6402,N,N,M6V
323057249,319.4239167,73.76525,491.0,562.0,14.081,J2117+7345,N,N,M6V
250258416,321.5285,-4.524186111,179.0,-21.0,14.308,J2126-0431,N,N,M7
268958223,323.1239583,-5.199458333,119.0,-346.0,13.679,J2132-0511,N,N,M6
258016311,328.1135,20.70028611,152.0,73.0,14.489,J2152+2042,N,N,M7
471012295,329.22975,-1.902780556,1275.0,599.0,12.136,J2156-0154,N,N,M6
412650616,329.6440417,61.285,812.0,110.0,13.548,J2158+6117,N,N,M6
258988097,333.9787083,23.35057222,-114.0,-185.0,13.386,J2215+2321,N,N,M7V
265916259,336.5645833,3.001958333,-496.0,-449.0,13.523,J2226+0300,N,N,M6V
422439068,340.0062917,5.5375,107.0,-124.0,14.261,J2240+0532,N,N,M8
402891659,347.0786667,6.498613889,37.0,-106.0,13.161,J2308+0629,N,N,M8.0
436515258,348.4469583,21.2914,250.0,-30.0,13.8945,J2313+2117,N,N,M7.5
336677773,354.6413333,6.414191667,459.0,85.0,14.015,J2338+0624,N,N,M7V
432277901,355.094375,34.55417222,544.0,95.0,12.973,J2340+3433,N,N,M7
177175753,356.8360417,42.63556389,22.0,210.0,13.203,J2347+4238,N,N,M6V
