designation,ra,ra_error,dec,dec_error,parallax,g_rp
Gaia DR2 3317901440625203968,94.2934349047863,0.956754455072597,5.11809832457633,0.960823239650868,55.5415575371919,1.2706537
Gaia DR2 6073601287226604160,189.709154036317,0.779971305243344,-55.3489189174535,1.1946466258376,24.0515443390143,1.2706623
Gaia DR2 4733538780397070848,50.0750308903652,0.053414404150519,-55.6049892996775,0.049748525686516,44.2449624710449,1.270668
Gaia DR2 2819515295316254720,355.274132592994,0.058938428001435,16.080686985078,0.03794544983389,24.3821716645994,1.2706852
Gaia DR2 1731951575070717312,317.489662009004,0.093439297792841,3.35526211675515,0.062538400722345,22.1315042780223,1.2706928
Gaia DR2 4809663983342345856,83.4240951957772,0.035601098418563,-36.9121876710728,0.040692967226959,29.1501733171661,1.2706966
Gaia DR2 6088101440414573184,198.455148011866,0.060478265042706,-45.1810501566285,0.05008086187664,39.9930873942374,1.2706995
Gaia DR2 5980321568350361600,258.42580914842,0.714884306617084,-31.8233231142811,0.81134030811983,24.0960417778461,1.2707043
Gaia DR2 3037740281527786240,121.347858242556,1.0823654858667,-11.3404555839174,0.620369722836368,20.7551826251523,1.2707119
Gaia DR2 4770840914960066176,75.861101892397,0.037771867083749,-53.8880110605354,0.055763313379847,43.4437360088579,1.2707195
