,wav,130,135,140,145
869,7788.3,61977.8440478123,61869.41494613826,61757.82488091133,61757.47622782671
870,7788.35,62047.65757032594,61896.681195937934,61856.05819357719,61770.786888623334
871,7788.4,62072.81413953658,61967.426482280775,61953.017049740716,61794.81692401423
872,7788.45,62076.58612166584,62064.25011555283,61975.33603849483,61841.07022954937
873,7788.5,62099.09364187215,62141.43054177551,62013.46850014596,61879.70849098674
874,7788.55,62126.79906926133,62162.78906298672,62073.8471683685,61947.08699591033
875,7788.6,62175.9501514502,62180.75187665098,62112.718259059126,62077.89703449607
876,7788.65,62206.33455565804,62189.87253823915,62112.270037438015,62242.42916996045
877,7788.68,62192.276769036485,62189.64230662915,62135.671040583045,62346.06897659906
878,7788.7,62210.653027579116,62184.63765950454,62149.191648005195,62424.89754590316
879,7788.75,62264.26884132844,62169.96841618086,62314.746661370686,62569.76248191052
880,7788.8,62313.97363152538,62164.33503181917,62446.48052368258,62667.01759741492
881,7788.82,62324.88432430844,62175.25638949474,62506.35036540734,62698.537460776606
882,7788.85,62336.113840908234,62283.93360401539,62587.297918429045,62782.22994947851
883,7788.9,62380.439560622835,62471.516650630314,62689.32136528087,62897.02461047782
884,7788.95,62457.52363122471,62649.229279387946,62760.92572695903,62980.264129569376
885,7789.0,62675.22230296079,62828.68981504945,62929.20613055694,63053.72831584486
886,7789.05,62921.98376355516,62979.39404092529,63078.24720724468,63106.97023447042
887,7789.1,63181.27572157351,63137.97663459647,63183.39189569375,63154.656625081094
888,7789.15,63392.207484878265,63340.62524539672,63317.61433719709,63229.638906045555
889,7789.2,63555.5030261931,63535.77611568367,63410.57452119603,63309.367967801154
890,7789.25,63744.97598543308,63712.27546249052,63502.147503632295,63405.32837633391
891,7789.3,63928.59663271317,63856.22678723699,63622.98054607279,63552.32403674792
892,7789.35,64117.98521511501,63959.314357925134,63768.06244830913,63697.02334454001
893,7789.4,64282.61729459884,64048.88932817905,63925.526552242794,63828.93220069405
894,7789.45,64402.37745466489,64168.53960676536,64104.436456948635,63951.41718771553
895,7789.5,64491.15260301876,64316.405593756994,64250.917227555205,64068.39213047753
896,7789.55,64602.50803820477,64480.73963602853,64361.818686943945,64196.640485786564
897,7789.6,64757.209132723634,64643.49060394986,64477.985506021985,64356.21726053068
898,7789.65,64918.32988468177,64782.20863050723,64586.58814690985,64548.124939970694
899,7789.7,65095.83613068284,64914.10077547562,64713.70173167774,64770.84278183491
900,7789.75,65285.62770931778,65037.45254225189,64881.36228125309,64987.31907479493
901,7789.8,65497.11876013507,65154.45881952627,65107.17534871025,65187.960335804586
902,7789.85,65668.83154125596,65311.90318452576,65376.75781193388,65375.10590076248
903,7789.9,65800.61210851272,65569.09225393603,65589.95953752365,65540.31275192129
904,7789.95,65904.8793702019,65881.43511956895,65787.95053608369,65732.7213533144
905,7790.0,66024.56069778101,66164.00941226073,65992.31469773616,65924.3170415259
906,7790.05,66213.05369900524,66388.25908752345,66238.97689199653,66099.96295021333
907,7790.1,66448.28982961619,66541.42842414672,66493.76724082384,66344.2388352209
908,7790.15,66637.13710867817,66676.70086756436,66689.70549521495,66631.08801446966
909,7790.2,66839.81161852785,66834.09635019074,66881.57811727577,66937.90072369206
910,7790.25,67025.08270789837,66997.71284334944,67081.08541611202,67205.20093682676
911,7790.3,67154.07571680326,67144.51251646064,67309.46911799349,67439.29607008459
912,7790.35,67286.55487023025,67381.27666777601,67531.07760722787,67618.77118114324
913,7790.38,67363.76841727215,67514.49629438414,67640.49592620635,67704.21675112243
914,7790.4,67390.43873853692,67612.11357639226,67716.25231470341,67753.89557761328
915,7790.45,67478.0222477553,67817.7712127347,67919.07558492468,67916.19172356467
916,7790.5,67675.56743838992,67986.05197017876,68119.26731532016,68129.74870957727
917,7790.55,67907.71867831866,68129.95021892438,68254.59459050275,68324.43815674458
918,7790.6,68090.6127452823,68262.77706622491,68400.75825968255,68517.5313655685
919,7790.65,68222.56550227018,68399.41221918087,68598.39414971007,68687.20100882658
920,7790.7,68326.90495037353,68537.78043691743,68721.60672335401,68826.486678643
921,7790.75,68433.04003106483,68697.47574607958,68830.02217867463,68932.96330190964
922,7790.8,68555.83295858822,68837.64853712413,68999.88226430907,69039.4563629903
923,7790.85,68702.1788976976,68919.08989643441,69118.61232253046,69131.13118465693
924,7790.87,68756.06844446844,68949.33010965062,69149.22627879586,69161.066906564
925,7790.9,68880.17373208258,69036.67818684618,69201.168186837,69205.71551319768
926,7790.92,68947.88010546414,69099.90011970406,69227.82718760676,69247.41318967371
927,7790.95,69014.08971607873,69177.8492614587,69264.22743149039,69277.93737284768
928,7790.95,69014.08971607873,69177.8492614587,69264.22743149039,69277.93737284768
929,7790.97,69052.96770514458,69226.60133388329,69288.7476147253,69309.13771297695
930,7791.0,69097.66809800618,69281.05957368918,69320.49046906587,69323.91550346994
931,7791.0,69097.66809800618,69281.05957368918,69320.49046906587,69323.91550346994
932,7791.02,69116.65592521607,69315.92282931188,69344.74003256745,69346.41353129661
933,7791.05,69176.39560079166,69371.61778067391,69385.72948129443,69357.49782284073
934,7791.07,69213.0669719316,69412.30304457135,69405.93876514233,69362.84031868173
935,7791.1,69245.85715496937,69451.2232694785,69443.87281768357,69379.87523878027
936,7791.15,69309.42169712784,69478.18896339985,69476.41755636803,69394.4039745022
937,7791.2,69394.47469895646,69473.04670838048,69522.33448961983,69416.45188876375
938,7791.25,69447.12413044935,69474.8280863326,69550.29569025677,69455.03474819785
939,7791.3,69472.07954810534,69495.69930519765,69507.60735130639,69511.1856348422
940,7791.35,69541.06441969625,69518.96331015669,69466.07717867503,69541.23744973863
941,7791.4,69633.01078317227,69514.9694618227,69480.86884582284,69524.28421717128
942,7791.45,69719.3118770748,69513.68922946925,69537.4667191612,69514.66478094477
943,7791.5,69817.7452061719,69571.96426939972,69520.57700522663,69537.81651613516
944,7791.55,69897.91556935056,69672.91097399546,69491.76421269875,69582.09640527207
945,7791.6,69935.41567164946,69758.01932202105,69562.8411670356,69606.2806490984
946,7791.65,69995.08161492634,69824.85402127332,69682.33736498236,69590.58684462753
947,7791.7,70046.2379830402,69902.41129434292,69787.25814541754,69570.97698230586
948,7791.75,70071.20015135607,69995.83686564778,69850.64910519047,69591.32813976333
949,7791.8,70093.15191656197,70068.04925677126,69919.77521872237,69626.04644871036
950,7791.85,70189.20871891899,70107.85846730566,69945.45579506896,69671.80096957869
951,7791.9,70310.94199296544,70129.92626122748,69964.4984004747,69753.8113441938
952,7791.95,70443.06821285575,70155.73247654001,69931.73610920762,69872.10586043786
953,7792.0,70538.86580121458,70191.4776238514,69948.78872110434,69972.7723856703
954,7792.02,70573.13370876167,70208.98168191717,69974.81544299495,70016.70144507434
955,7792.05,70600.02802319551,70233.80992139419,70003.98617867887,70072.1903779778
956,7792.1,70605.64847264194,70286.574270867,70128.82700441859,70147.76777040001
957,7792.15,70639.46863801741,70377.40472464163,70246.78464960711,70218.81993997579
958,7792.2,70704.3186634549,70474.4020483778,70401.68301541869,70294.56775600056
959,7792.25,70771.46195923747,70581.1480835269,70540.37180554125,70422.21593798487
960,7792.3,70882.23066826192,70725.14575160091,70658.2342459376,70591.78471667907
961,7792.34,70983.66079425502,70866.22934508491,70706.49849928085,70740.90859849002
962,7792.35,71002.9534873197,70893.91320059422,70726.75330341524,70778.7530073855
963,7792.4,71084.15305049329,71029.27313210764,70872.34456799063,70928.91882799355
964,7792.45,71210.33880518486,71145.48688322789,71083.75926233994,71023.55710748788
965,7792.5,71352.1822560672,71248.1736839687,71283.51314058056,71096.83246960226
966,7792.55,71466.36216056839,71385.96754085092,71426.00621901939,71192.8719611886
967,7792.6,71586.21556394298,71568.08220323137,71511.38126611264,71296.09800005003
968,7792.6,71586.21556394298,71568.08220323137,71511.38126611264,71296.09800005003
969,7792.65,71732.1130095149,71728.92929246686,71574.54053727604,71322.80162529802
970,7792.7,71886.55058295668,71843.78323913526,71639.19347436723,71375.92104686449
971,7792.75,72018.43620714122,71945.92578003007,71694.29012693996,71432.03684723271
972,7792.8,72117.79787098253,72027.59136977624,71698.50844550412,71493.38327907231
973,7792.85,72222.94323060506,72057.74329140245,71764.269293115,71562.94750529023
974,7792.9,72327.02417829976,72023.55496079454,71843.43061831332,71666.87074857592
975,7792.95,72401.75900822502,72035.62959320132,71920.6763945208,71756.3519660946
976,7793.0,72442.7637534249,72104.72534898548,71933.4855172889,71828.72948540315
977,7793.05,72404.75269330357,72188.42229612065,72002.9686429723,71876.34329640941
978,7793.1,72394.65221568088,72258.85420097197,72090.6846222887,71889.90661915959
979,7793.15,72417.1346010361,72325.97770745508,72150.79666981756,71872.4016338252
980,7793.2,72468.11015851473,72386.23543267742,72192.41824898607,71923.31055447848
981,7793.25,72467.9380811316,72405.19898990435,72212.49110922936,72032.25810766494
982,7793.3,72466.78751555408,72413.57970850865,72210.24473232831,72128.31433306234
983,7793.35,72438.68109455348,72404.83161500056,72264.54667543284,72241.50126702875
984,7793.4,72410.69089308026,72347.60917589188,72327.93041163766,72399.58273703222
985,7793.45,72436.80215146032,72297.2536246793,72385.41006407894,72496.03998919089
986,7793.5,72486.28899695374,72304.24188673144,72489.29307022666,72545.32514009243
987,7793.55,72503.11960178729,72351.15384494692,72566.0459050035,72614.40994506674
988,7793.6,72588.94351515631,72466.79986388712,72568.55173545152,72716.21888644452
989,7793.65,72708.72001298497,72657.84339717613,72570.34006277229,72795.45563632756
990,7793.7,72812.96640163175,72801.26968753255,72668.3569421719,72821.32412516233
991,7793.75,72944.87484452785,72902.88631071824,72845.29843185033,72817.67170503845
992,7793.8,73126.33200295498,73018.43007359782,72992.55224323856,72834.14005266881
993,7793.83,73190.07836686625,73097.4744869281,73052.86694046021,72866.95471357695
994,7793.85,73209.764381319,73159.45059106413,73096.57465331748,72885.28906647595
995,7793.9,73245.5025495027,73311.85082221942,73183.63322859426,72953.91186394972
996,7793.95,73283.00700620728,73412.91537086185,73271.7765812579,72987.78058804676
997,7794.0,73325.62902652464,73467.63883494912,73313.73588029156,73005.78031148447
998,7794.05,73374.22444487785,73482.75956614867,73357.97075926578,73046.0676881508
999,7794.1,73392.75906035471,73452.2084352854,73345.58109799186,73116.50731953418
1000,7794.15,73340.0825102234,73396.60282137695,73312.77864981035,73220.57671880443
1001,7794.2,73285.29670334727,73336.27795927985,73278.49515879963,73286.83082275545
1002,7794.25,73207.36524596675,73237.91739614571,73251.96067950358,73308.43572528735
1003,7794.3,73048.50825064421,73130.83169572196,73275.46719970598,73318.35731591546
1004,7794.35,72924.19050948007,73064.92800174901,73272.8628338756,73321.64249134802
1005,7794.4,72926.75020589653,73016.94450257787,73192.3559742513,73351.17235481295
1006,7794.45,72939.0671072692,72940.26337223306,73141.59922008369,73379.07486951529
1007,7794.5,72926.79325086332,72915.04236834164,73119.15545181863,73389.74700346898
1008,7794.55,72981.38952189684,72966.73141596199,73100.72050850673,73384.99437018318
1009,7794.6,73049.70672048327,73003.55360357203,73054.20992655531,73361.98279830132
1010,7794.65,73140.14326690217,73050.19722997963,73128.82407294572,73304.18410530212
1011,7794.7,73238.82627200584,73136.49881060148,73245.63837359248,73187.093978775
1012,7794.75,73366.08971835914,73251.78901074547,73249.1291439992,73125.348903712
1013,7794.8,73567.60113127444,73401.65910293219,73237.51347655898,73145.21564939844
1014,7794.85,73723.07939831185,73534.86492276289,73254.28243355213,73156.10202610932
1015,7794.9,73864.33561902221,73642.05985916202,73328.33653223632,73139.65017889345
1016,7794.95,74006.90133604547,73733.8270264893,73371.10627671661,73144.86406426685
1017,7795.0,74114.86325452216,73807.71781645127,73444.64425931334,73194.50284105621
1018,7795.05,74185.35516365393,73854.68555247696,73549.11949878928,73265.88951620279
1019,7795.1,74230.65402491887,73900.11642252983,73634.97548799474,73344.45810729208
1020,7795.15,74244.09164070863,73967.76945223234,73724.74420510355,73437.24196991717
1021,7795.2,74204.3708265044,74030.19862539228,73766.36139953691,73536.55061710678
1022,7795.25,74157.630490864,74077.77447664631,73849.36326957894,73605.6307912816
1023,7795.3,74129.19564067214,74089.85329238269,73923.343328,73667.35876936375
1024,7795.34,74116.35871884388,74069.48151707105,73977.10626552725,73704.90347569651
1025,7795.35,74116.74377072371,74070.33552707397,73985.6860479088,73712.37844020581
1026,7795.4,74145.12433564723,74050.85227232594,73999.31350792247,73744.95187980233
1027,7795.45,74102.58410498078,74038.16016926322,73998.54514139867,73772.09014629919
1028,7795.5,74063.32009062426,74032.14349064512,73947.52390441911,73771.86592828656
1029,7795.55,74023.08815846677,74027.91870300761,73876.63587037136,73729.25545698978
1030,7795.56,74011.98186654439,74028.19171035144,73867.42179573468,73717.43908435598
1031,7795.6,73970.69877548044,73980.75879797275,73834.17307478131,73671.19702993054
1032,7795.65,73851.21393484107,73902.67769904631,73793.73108115103,73613.12545264003
1033,7795.7,73673.47600017065,73815.40476538165,73712.19367055166,73579.47522566842
1034,7795.75,73496.23814236443,73701.40532513671,73623.82232899641,73580.93444070495
1035,7795.8,73394.17183483536,73511.43596787131,73553.69150330861,73607.85007400143
1036,7795.85,73343.83404996374,73265.2316893202,73499.98701387216,73591.34069340889
1037,7795.9,73309.72253634663,73136.8648703644,73434.85344924146,73534.13690981918
1038,7795.95,73224.2753333335,73078.97407263216,73300.57277670344,73454.68382438392
1039,7796.0,73131.07889476871,73085.80150637784,73151.08336306583,73363.79692591444
1040,7796.05,73112.90907357886,73113.47651918916,73061.17412282195,73252.15521500233
1041,7796.1,73126.2188522995,73105.12615573329,72996.76625266584,73082.55826545169
1042,7796.15,73150.74630485903,73081.1967668024,72987.99417547538,72927.01223980586
1043,7796.2,73167.39459208444,73061.52365802856,72980.88477539872,72814.64309008839
1044,7796.25,73143.44292093166,73038.37421831419,72912.36637358178,72729.32346589658
1045,7796.3,73054.86892138721,73023.47053188828,72869.52079515545,72671.9297761952
1046,7796.35,72930.27068113624,72991.29934540586,72808.67876053115,72591.32889793185
1047,7796.38,72852.25549467956,72954.98257069428,72759.71666289093,72521.96001759221
1048,7796.4,72806.69299996558,72905.85302234319,72736.45369267181,72483.81100816722
1049,7796.45,72709.81494038997,72770.07349188333,72668.74819019779,72347.2144913904
1050,7796.5,72645.15158411233,72606.45199190547,72568.69855270364,72079.5973129654
1051,7796.55,72565.37469584057,72441.23760963835,72414.43068936106,71719.91427369948
1052,7796.6,72429.9526777482,72303.23250926027,72132.78900435752,71370.95154652951
1053,7796.65,72238.77527416353,72186.18987231723,71703.25707158216,71031.70991765783
1054,7796.7,72011.16740227173,72009.35764672328,71231.15114954833,70679.52665439754
1055,7796.75,71772.07157007212,71668.40428597084,70860.39138294602,70315.62631412699
1056,7796.8,71557.06744135558,71149.84406191582,70525.9821484394,69957.30758615164
1057,7796.85,71297.15503436145,70616.49082527768,70175.90899992449,69645.8184228143
1058,7796.9,70930.14770824436,70140.80142966425,69782.5818597391,69387.87241518911
1059,7796.95,70460.92439274199,69726.06901326495,69360.68935992164,69143.54512469501
1060,7797.0,70051.54301199423,69370.09909350994,68971.20251224672,68863.30131734248
1061,7797.05,69675.64954418504,69032.88787842011,68626.49152751856,68527.60999567213
1062,7797.1,69286.53162958178,68717.76783577102,68344.15017253299,68160.09725358726
1063,7797.13,69073.21519033084,68548.6804557336,68191.51051439352,67925.29621826943
1064,7797.15,68917.88058362514,68442.49099537011,68096.0566520811,67782.87064035461
1065,7797.2,68501.3905278416,68168.04448403412,67799.83197442853,67454.4878831014
1066,7797.25,68137.19816693972,67889.10327512937,67522.07785357448,67190.46023750835
1067,7797.3,67863.26154351763,67577.73143323616,67236.33786026231,66995.32148188689
1068,7797.35,67657.84555719284,67205.05762776722,66945.76193610799,66815.20388946735
1069,7797.4,67432.78417895277,66891.8411611505,66699.40018049996,66661.91512700105
1070,7797.45,67164.12314193125,66633.11199889368,66454.65487221134,66515.98355075021
1071,7797.5,66908.77736849355,66424.95102322169,66215.81820424087,66335.74326781133
1072,7797.55,66642.89138092665,66241.8298692672,66067.26077074875,66161.70780389427
1073,7797.6,66364.2977696919,66092.61016282214,65983.34894349061,65913.14211583007
1074,7797.65,66121.67868185665,65974.67451912755,65861.58369617723,65674.3509249343
1075,7797.7,65998.21387841397,65855.5769234917,65731.49689669182,65472.45932055174
1076,7797.75,65883.24504365244,65706.93544201645,65574.76576228742,65362.031848161125
1077,7797.8,65778.92370770311,65586.89464996595,65397.15368525411,65345.194305433935
1078,7797.85,65724.54016978103,65479.82816984473,65186.63178331654,65317.08628368751
1079,7797.9,65620.88387843537,65325.61876825058,65080.312370169704,65256.98252020315
1080,7797.95,65505.070839417865,65158.982964790164,65120.430224178,65187.31961044888
1081,7798.0,65370.05572204333,65050.462636004406,65113.17417212623,65118.473338371914
1082,7798.05,65216.1614964238,65038.78461210071,65046.500099863864,65084.248427088765
1083,7798.1,65030.60154333629,65044.91358101219,65030.37887784648,65085.73116262102
1084,7798.15,64916.740806554924,65026.333453135485,65033.378924116994,65074.48639740895
1085,7798.2,64883.78972745801,64985.97854054378,65016.98316304582,65071.911472859625
1086,7798.25,64837.3644374695,64944.54237969034,65005.47305834379,65094.333794874285
1087,7798.3,64765.73417027334,64902.12564066521,65024.345455910625,65125.60036675009
1088,7798.35,64662.04966112574,64847.03670217541,65026.58746134167,65159.412451022166
1089,7798.4,64549.941828913164,64807.342891187785,65010.866694922646,65204.14260778449
1090,7798.45,64467.712610065246,64776.57295306603,65004.04594484929,65294.52491182135
1091,7798.5,64413.20498937151,64712.75561064843,65009.474901212896,65375.48745120232
1092,7798.55,64338.38473989135,64651.12009700536,65035.66155100942,65404.11269893481
1093,7798.6,64244.437763265785,64638.942192350434,65097.08729671944,65392.88459707893
1094,7798.65,64178.38071613881,64636.200891056025,65106.6551065984,65392.892518754175
1095,7798.7,64163.361701884765,64633.4834071613,65074.887115196296,65390.70522415431
1096,7798.75,64182.88695988105,64654.43365570088,65067.30498659298,65346.52494939314
1097,7798.8,64186.19621109987,64666.64192810436,65048.37373495354,65257.134690610066
1098,7798.85,64234.32488548497,64664.82936463321,64973.036471063795,65174.85211394203
1099,7798.9,64252.04745512819,64664.11352721633,64913.7234723427,65118.075635183144
1100,7798.95,64194.74020372778,64647.98576215292,64841.52068051033,65043.47363251936
1101,7799.0,64074.2146987312,64593.87727517089,64785.6715243497,64948.12487889523
1102,7799.05,63977.415465812024,64493.952941580916,64733.81225701581,64869.13423752972
1103,7799.1,63881.932060312145,64347.276032603455,64678.53155462994,64839.13604900202
1104,7799.15,63812.59137215133,64185.56724275878,64582.260310029094,64840.63116140678
1105,7799.2,63705.54439549701,64047.97611716523,64461.51069993883,64832.74572183317
1106,7799.25,63623.36447739678,63937.5087575037,64349.49861782031,64806.840334081724
1107,7799.3,63554.07374491264,63835.02243992155,64259.747814234936,64744.80634403574
1108,7799.35,63485.85718005763,63766.81571733064,64181.05053221651,64642.93416778807
1109,7799.4,63382.6836504878,63750.21323705048,64142.26180063333,64523.32292105037
1110,7799.45,63305.67940529399,63736.81133800523,64070.6014501193,64473.34174397012
1111,7799.5,63325.06289023403,63703.75594978895,64013.350086620776,64499.20491212706
1112,7799.55,63411.43354276507,63658.72356637324,63981.03338405712,64539.03309429352
1113,7799.6,63475.9117832807,63630.488496778875,64026.1888642706,64545.80836950531
1114,7799.65,63507.66012607758,63650.99382572183,64092.13995453319,64566.39183686945
1115,7799.7,63530.21094641203,63744.00790127898,64144.82475568502,64580.17807229202
1116,7799.75,63529.8951583418,63880.293394308064,64203.71449504068,64566.742348588996
1117,7799.8,63512.92630551099,64009.564676892165,64314.01781934863,64517.765259296335
1118,7799.85,63521.21514950105,64106.44701303074,64401.609137344894,64485.05252690706
1119,7799.9,63594.86239129425,64184.749707952615,64434.50191901582,64484.868773058835
1120,7799.95,63654.89356070425,64193.83550261438,64447.099435998476,64546.547405918565
1121,7800.0,63701.52164125749,64166.773600566754,64455.67163900452,64579.80146805056
1122,7800.05,63719.65463026383,64125.73424737684,64431.36779451682,64625.9401635901
1123,7800.05,63719.65463026383,64125.73424737684,64431.36779451682,64625.9401635901
1124,7800.1,63778.554377940876,64080.821914384534,64398.609108562334,64711.37902413613
1125,7800.15,63807.98245234815,64033.249624849625,64334.32379214886,64829.785364568685
1126,7800.19,63791.62228646325,64004.98013493852,64343.58375004056,64909.61884385386
1127,7800.2,63784.24361964189,64015.938481840756,64341.54468477019,64923.947729615255
1128,7800.22,63769.00151370042,64029.67446956698,64374.10356145599,64942.729259147745
1129,7800.24,63752.46910318558,64032.7765943688,64398.41109872268,64960.479062794075
1130,7800.25,63740.04622090992,64030.62186786672,64407.619573027856,64969.713879504816
1131,7800.26,63727.832673924866,64032.785688575204,64426.6648215036,64977.31150927048
1132,7800.27,63711.49856776583,64033.71763115783,64448.40861124775,64981.61150098618
1133,7800.29,63677.6734865773,64037.04036269821,64468.9997933692,64991.893147379975
1134,7800.3,63656.3692129113,64048.54196249843,64477.46676434116,64998.037215012926
1135,7800.32,63618.07536545455,64060.99451588343,64540.058350777486,65007.447181225325
1136,7800.35,63575.508811462954,64093.2227456261,64616.80033550416,65051.762620274756
1137,7800.4,63519.74111116455,64156.44053302913,64722.604384659986,65220.70756344226
1138,7800.45,63532.47176404237,64209.61821785562,64779.88556783027,65321.920881555234
1139,7800.5,63553.94288146853,64250.280049535395,64890.74021412257,65418.55217779298
1140,7800.55,63680.37316939731,64302.1251380198,65039.48346513397,65499.175173629556
1141,7800.6,63891.18526777733,64350.046318415596,65054.31822769171,65571.39278837123
1142,7800.65,64043.60305639575,64490.58027761437,65090.64502688036,65625.73762807902
1143,7800.7,64132.26984813101,64694.03808722663,65147.31562610472,65632.27095599646
1144,7800.75,64277.69253725922,64855.65212877465,65186.52897543968,65592.95071716001
1145,7800.8,64571.30368969376,64968.27979791133,65259.745440841245,65591.05964153983
1146,7800.85,64809.10655632385,65073.133111752286,65381.798825511425,65614.2453847755
1147,7800.9,65003.120170552495,65206.207102065826,65455.017194549764,65644.11293104755
1148,7800.95,65169.46103907774,65357.18026878863,65494.37253782119,65749.49040915762
1149,7801.0,65348.065557208385,65497.296909468016,65570.08265700133,65875.33779678219
1150,7801.05,65495.52954012998,65617.56633712648,65720.72566118308,65950.62789100838
1151,7801.1,65619.20836106308,65741.06312515766,65896.5885570528,65966.5426412444
1152,7801.15,65683.6826558821,65882.54160014603,66054.75692751099,66033.17252774858
1153,7801.2,65716.56331565022,66027.5653924392,66160.96211181559,66183.29945198508
1154,7801.25,65763.17028557193,66151.72995571612,66224.68743173858,66381.0087257346
1155,7801.3,65867.75850550506,66219.81924997106,66330.56024538011,66577.1646859758
1156,7801.35,66031.94364506209,66225.95832593554,66491.09654648286,66747.43242376151
1157,7801.4,66177.09783344301,66248.09776200014,66647.35299220603,66928.00154450629
1158,7801.41,66198.53575256422,66254.89141998906,66674.83734662757,66961.06681660165
1159,7801.45,66249.61557702959,66362.85841316562,66766.12492367868,67093.2878780356
1160,7801.46,66265.84569291509,66397.88664640658,66787.8744270925,67125.5502106423
1161,7801.49,66264.08609352112,66503.18329665926,66839.87804896485,67209.0029565313
1162,7801.5,66273.70504826283,66548.20143136891,66853.94829927865,67230.52449426301
1163,7801.52,66300.56434370742,66628.74410736263,66918.35812052501,67276.56711843402
1164,7801.54,66326.31906463712,66692.48323170487,66966.18737717098,67329.0486867487
1165,7801.55,66357.77791894224,66726.46655982977,66987.85926084893,67350.26085788703
1166,7801.57,66436.0389535592,66783.73156172302,67062.05080554468,67387.99076657213
1167,7801.6,66570.59009988437,66870.92248348473,67170.14345187224,67445.20717027778
1168,7801.62,66660.80060413883,66918.96988817978,67227.11147480369,67475.04429210963
1169,7801.62,66660.80060413883,66918.96988817978,67227.11147480369,67475.04429210963
1170,7801.65,66807.68291606857,67021.1799053407,67322.2466540465,67554.98411307791
1171,7801.7,67053.13133102484,67210.92898429753,67459.41357831622,67686.112268649
1172,7801.75,67316.2660467461,67417.25694924609,67585.23569893074,67830.56030808955
1173,7801.8,67587.64690095687,67621.1228387555,67735.4504717147,68013.49556749978
1174,7801.85,67835.14967737725,67850.76547449242,67945.7107020088,68138.93562772131
1175,7801.9,68047.24428352971,68106.64131421404,68125.26971785516,68236.71711263935
1176,7801.95,68271.38032409766,68350.55901660651,68360.9463038086,68368.97685557535
1177,7802.0,68458.065342809,68557.78353549152,68578.42662074413,68564.1581371611
1178,7802.05,68679.3390738137,68792.14696479985,68776.6786326242,68753.2829176954
1179,7802.1,68905.41636836297,69002.99544008609,68983.04310974768,68985.87961182863
1180,7802.15,69106.93794363046,69151.90698630233,69196.82146931248,69216.91499309012
1181,7802.2,69384.49389861313,69330.90884182433,69398.76820278104,69406.27019986491
1182,7802.25,69580.21871729512,69537.5419960871,69616.58959543168,69601.26008612785
1183,7802.3,69783.20552473668,69756.31354216344,69786.30059854401,69781.78651702341
1184,7802.35,70021.86840183153,69997.64196520556,69949.60500253917,69959.06443864765
1185,7802.4,70292.9538396779,70224.45962440329,70150.07542779438,70106.38135092608
1186,7802.45,70541.23714095165,70432.2315497614,70346.22591750551,70239.39772761162
1187,7802.5,70853.46510320253,70662.071175656,70528.08566549371,70373.74651366632
1188,7802.55,71113.14606473965,70895.6030467709,70714.26339028463,70509.18689235524
1189,7802.6,71328.91519730365,71124.96843068162,70882.27788975889,70680.8844676561
1190,7802.65,71591.48792019865,71359.21877390788,71065.64439772793,70856.73117909425
1191,7802.7,71817.80846079739,71559.91136103118,71224.52935414313,71039.0516197668
1192,7802.75,72022.19368651531,71742.23368764103,71445.10114687994,71206.9590477247
1193,7802.8,72211.74639781423,71923.22606000013,71677.90867988615,71366.68491561526
1194,7802.85,72381.2547348534,72103.1618824365,71868.9427087372,71502.89118960046
1195,7802.9,72565.65590860718,72290.63314712423,72048.41488536232,71646.84982725007
1196,7802.95,72777.92371901809,72477.0276728797,72200.97835913041,71829.42516240335
1197,7803.0,73056.09792824574,72650.5092582244,72300.47014195743,72014.47830147124
1198,7803.05,73374.03345579897,72827.12823518326,72401.0492709084,72212.81836004801
1199,7803.1,73655.04736580265,73015.49245498845,72575.7872967377,72416.70444765307
1200,7803.15,73891.62095625019,73218.849615899,72764.24465065384,72585.44853662189
1201,7803.2,74117.01667068191,73464.36017157372,72989.2351868955,72750.69241366733
1202,7803.25,74363.49274492539,73721.9929312152,73266.12374056673,72915.62144936097
1203,7803.3,74620.01064952853,73977.19908331745,73540.74667729012,73109.49177763672
1204,7803.35,74938.56101369856,74271.18904460676,73799.0673613875,73359.16462307882
1205,7803.4,75246.33287062173,74591.64833854225,74029.35091105643,73629.61267960598
1206,7803.45,75563.23100499883,74907.32055800488,74278.78327593314,73888.82754454562
1207,7803.5,75934.65604171106,75206.95364994169,74604.1247139447,74127.81632098336
1208,7803.55,76325.05593995597,75502.13065582722,74929.78094639836,74335.77622760819
1209,7803.56,76405.81815405028,75563.64224209885,74983.65280513918,74377.65407464402
1210,7803.6,76759.62641955896,75835.96876256999,75223.11901549813,74550.74144466445
1211,7803.65,77158.12066341119,76207.81416566558,75501.92067369338,74832.92570757311
1212,7803.7,77406.62793082309,76603.21940505084,75747.17282619045,75122.69085323962
1213,7803.75,77577.0788065696,77007.77828785182,76017.64840999202,75389.1183737033
1214,7803.8,77714.91588546595,77321.743606361,76379.31386084139,75642.60293126131
1215,7803.85,77804.55426296729,77469.56299834848,76765.79486032625,75877.34976891235
1216,7803.9,77866.92225739955,77573.4797824873,77122.30661246508,76111.93753377371
1217,7803.95,77866.43383896821,77678.84596504612,77364.2056646369,76367.78130357948
1218,7804.0,77844.009994431,77747.12844011844,77441.58299914357,76669.24140275628
1219,7804.05,77902.61928609775,77783.22445998128,77464.10924762383,76949.70271511086
1220,7804.06,77913.24057903345,77788.72128143179,77457.11407928202,76984.56317777841
1221,7804.1,77955.88592908935,77772.50581266792,77460.75354690287,77141.10746396336
